,Equation Number,Equation Output
139,177,"(1x / x) = 2x
 | None((1x / x) * 1) = (2x * 1) | mul 1((1x / x) * 1) = (1 * 2x) | comm 0.1, (2x * 1)(1x / x) = (1 * 2x) | mul1 0.0, ((1x / x) * 1)(x / x) = (1 * 2x) | mul1 0.0.0, 1x1 = (1 * 2x) | div_self 0.0, (x / x)(1 * 2x) = 1 | refl2x = 1 | mul1 0.0, (1 * 2x)x = [1/2] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~(1 / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
140,178,"(-1x + (-2)) = (3x + 4)
 | None((-1x + (-2)) - (-2)) = ((3x + 4) - (-2)) | sub (-2)-1x = ((3x + 4) - (-2)) | assoc~eval~add0 0.0~0.0.1~0.0, ((-1x + (-2)) - (-2))~((-2) - (-2))~(-1x + 0)-1x = (3x + (4 - (-2))) | assoc 0.1, ((3x + 4) - (-2))-4x = ((4 - (-2)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(-1x - 3x)~(3x + (4 - (-2)))~(((4 - (-2)) + 3x) - 3x)~(3x - 3x)~((-1) - 3)-4x = 6 | eval~eval 0.1.0~0.1, (4 - (-2))~(6 + 0)x = ([-3/2]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-4)~(6 / (-4))~-4x~((x * (-4)) / (-4))~((-4) / (-4))~(x * 1)"
141,179,"((1x - 2) + 3) = 4x
 | None4x = ((1x - 2) + 3) | refl4x = ((1x + (-2)) + 3) | subsub 0.1.0, (1x - 2)4x = (1x + ((-2) + 3)) | assoc 0.1, ((1x + (-2)) + 3)3x = (((-2) + 3) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 1x~(4x - 1x)~(1x + ((-2) + 3))~((((-2) + 3) + 1x) - 1x)~(1x - 1x)~(4 - 1)3x = 1 | eval~eval 0.1.0~0.1, ((-2) + 3)~(1 + 0)x = [1/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 3~(1 / 3)~3x~((x * 3) / 3)~(3 / 3)~(x * 1)"
142,180,"(-1) = ((2x + 3) + 4x)
 | None(-1) = (2x + (3 + 4x)) | assoc 0.1, ((2x + 3) + 4x)(-1) = (2x + (4x + 3)) | comm 0.1.1, (3 + 4x)(-1) = ((2x + 4x) + 3) | assoc 0.1, (2x + (4x + 3))(-1) = (((2 + 4) * x) + 3) | dist 0.1.0, (2x + 4x)(-1) = (6x + 3) | eval 0.1.0.0, (2 + 4)(6x + 3) = (-1) | refl6x = (-4) | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, 3~{((6x + 3) - 3)~(3 - 3)~((-1) - 3)~(6x + 0)}x = ([-2/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 6~((-4) / 6)~6x~((x * 6) / 6)~(6 / 6)~(x * 1)"
143,181,"(1x + 2) = (3x + (-4))
 | None((1x + 2) - 2) = ((3x + (-4)) - 2) | sub 21x = ((3x + (-4)) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((1x + 2) - 2)~(2 - 2)~(1x + 0)1x = (3x + ((-4) - 2)) | assoc 0.1, ((3x + (-4)) - 2)-2x = (((-4) - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(1x - 3x)~(3x + ((-4) - 2))~((((-4) - 2) + 3x) - 3x)~(3x - 3x)~(1 - 3)-2x = (-6) | eval~eval 0.1.0~0.1, ((-4) - 2)~((-6) + 0)x = 3 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~((-6) / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
144,182,"(1 + -2x) = (3x + 4)
 | None(-2x + 1) = (3x + 4) | comm 0.0, (1 + -2x)((-2x + 1) - 1) = ((3x + 4) - 1) | sub 1-2x = ((3x + 4) - 1) | assoc~eval~add0 0.0~0.0.1~0.0, ((-2x + 1) - 1)~(1 - 1)~(-2x + 0)-2x = (3x + (4 - 1)) | assoc 0.1, ((3x + 4) - 1)-5x = ((4 - 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(-2x - 3x)~(3x + (4 - 1))~(((4 - 1) + 3x) - 3x)~(3x - 3x)~((-2) - 3)-5x = 3 | eval~eval 0.1.0~0.1, (4 - 1)~(3 + 0)x = ([-3/5]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-5)~(3 / (-5))~-5x~((x * (-5)) / (-5))~((-5) / (-5))~(x * 1)"
145,183,"(((-1) + 2x) + 3) = ((4 + 5x) + 6)
 | None((2x + (-1)) + 3) = ((4 + 5x) + 6) | comm 0.0.0, ((-1) + 2x)(2x + ((-1) + 3)) = ((4 + 5x) + 6) | assoc 0.0, ((2x + (-1)) + 3)(2x + 2) = ((4 + 5x) + 6) | eval 0.0.1, ((-1) + 3)(2x + 2) = ((5x + 4) + 6) | comm 0.1.0, (4 + 5x)((2x + 2) - 2) = (((5x + 4) + 6) - 2) | sub 22x = (((5x + 4) + 6) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + 2) - 2)~(2 - 2)~(2x + 0)2x = ((5x + (4 + 6)) - 2) | assoc 0.1.0, ((5x + 4) + 6)2x = (5x + ((4 + 6) - 2)) | assoc 0.1, ((5x + (4 + 6)) - 2)2x = (5x + 8) | eval~eval 0.1.1.0~0.1.1, (4 + 6)~(10 - 2)-3x = (8 + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 5x~(2x - 5x)~(5x + 8)~((8 + 5x) - 5x)~(5x - 5x)~(2 - 5)-3x = 8 | eval 0.1, (8 + 0)x = ([-8/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~(8 / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
146,185,"1x = (-2)
 | Nonex = (-2) | mul1 0.0, 1x"
147,186,"((-1x + (-2)) - 3) = 4x
 | None4x = ((-1x + (-2)) - 3) | refl4x = (-1x + ((-2) - 3)) | assoc 0.1, ((-1x + (-2)) - 3)5x = (((-2) - 3) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -1x~(4x - -1x)~(-1x + ((-2) - 3))~((((-2) - 3) + -1x) - -1x)~(-1x - -1x)~(4 - (-1))5x = (-5) | eval~eval 0.1.0~0.1, ((-2) - 3)~((-5) + 0)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 5~((-5) / 5)~5x~((x * 5) / 5)~(5 / 5)~(x * 1)"
148,187,"1x = (2 - 3)
 | None1x = (-1) | eval 0.1, (2 - 3)x = (-1) | mul1 0.0, 1x"
149,188,"((-1) + -2x) = ((-3) + 4x)
 | None(-2x + (-1)) = ((-3) + 4x) | comm 0.0, ((-1) + -2x)((-2x + (-1)) - (-1)) = (((-3) + 4x) - (-1)) | sub (-1)((-2x + (-1)) - (-1)) = ((4x + (-3)) - (-1)) | comm 0.1.0, ((-3) + 4x)-2x = ((4x + (-3)) - (-1)) | assoc~eval~add0 0.0~0.0.1~0.0, ((-2x + (-1)) - (-1))~((-1) - (-1))~(-2x + 0)-2x = (4x + ((-3) - (-1))) | assoc 0.1, ((4x + (-3)) - (-1))-6x = (((-3) - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 4x~(-2x - 4x)~(4x + ((-3) - (-1)))~((((-3) - (-1)) + 4x) - 4x)~(4x - 4x)~((-2) - 4)-6x = (-2) | eval~eval 0.1.0~0.1, ((-3) - (-1))~((-2) + 0)x = [1/3] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-6)~((-2) / (-6))~-6x~((x * (-6)) / (-6))~((-6) / (-6))~(x * 1)"
150,189,"(-1) = (-2x + (-3))
 | None(-2x + (-3)) = (-1) | refl-2x = 2 | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, (-3)~{((-2x + (-3)) - (-3))~((-3) - (-3))~((-1) - (-3))~(-2x + 0)}x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~(2 / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
151,190,"(-1x + (-2)) = 3
 | None-1x = 5 | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, (-2)~{((-1x + (-2)) - (-2))~((-2) - (-2))~(3 - (-2))~(-1x + 0)}x = (-5) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~(5 / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
152,191,"(1x + 2) = (3 + 4x)
 | None(1x + 2) = (4x + 3) | comm 0.1, (3 + 4x)((1x + 2) - 2) = ((4x + 3) - 2) | sub 21x = ((4x + 3) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((1x + 2) - 2)~(2 - 2)~(1x + 0)1x = (4x + (3 - 2)) | assoc 0.1, ((4x + 3) - 2)-3x = ((3 - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 4x~(1x - 4x)~(4x + (3 - 2))~(((3 - 2) + 4x) - 4x)~(4x - 4x)~(1 - 4)-3x = 1 | eval~eval 0.1.0~0.1, (3 - 2)~(1 + 0)x = ([-1/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~(1 / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
153,192,"((1x + 2) + 3x) = 4
 | None((3x + (1x + 2)) - 2) = 2 | sub~eval~comm $~0.1~0.0.0, 2~(4 - 2)~((1x + 2) + 3x)(((3x + 1x) + 2) - 2) = 2 | assoc 0.0.0, (3x + (1x + 2))(3x + 1x) = 2 | assoc~eval~add0 0.0~0.0.1~0.0, (((3x + 1x) + 2) - 2)~(2 - 2)~((3x + 1x) + 0)((3 + 1) * x) = 2 | dist 0.0, (3x + 1x)4x = 2 | eval 0.0.0, (3 + 1)x = [1/2] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 4~(2 / 4)~4x~((x * 4) / 4)~(4 / 4)~(x * 1)"
154,193,"(-1x + 2) = (-3x - 4)
 | None((-1x + 2) - 2) = ((-3x - 4) - 2) | sub 2((-1x + 2) - 2) = ((-3x + (-4)) - 2) | subsub 0.1.0, (-3x - 4)-1x = ((-3x + (-4)) - 2) | assoc~eval~add0 0.0~0.0.1~0.0, ((-1x + 2) - 2)~(2 - 2)~(-1x + 0)-1x = (-3x + ((-4) - 2)) | assoc 0.1, ((-3x + (-4)) - 2)2x = (((-4) - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(-1x - -3x)~(-3x + ((-4) - 2))~((((-4) - 2) + -3x) - -3x)~(-3x - -3x)~((-1) - (-3))2x = (-6) | eval~eval 0.1.0~0.1, ((-4) - 2)~((-6) + 0)x = (-3) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~((-6) / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
155,194,"1 = ((-2x + 3) + 4x)
 | None1 = (4x + (-2x + 3)) | comm 0.1, ((-2x + 3) + 4x)1 = ((4x + -2x) + 3) | assoc 0.1, (4x + (-2x + 3))1 = (((4 + (-2)) * x) + 3) | dist 0.1.0, (4x + -2x)1 = (2x + 3) | eval 0.1.0.0, (4 + (-2))(2x + 3) = 1 | refl2x = (-2) | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, 3~{((2x + 3) - 3)~(3 - 3)~(1 - 3)~(2x + 0)}x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~((-2) / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
156,195,"(1 + -2x) = (-3x + 4)
 | None(-2x + 1) = (-3x + 4) | comm 0.0, (1 + -2x)((-2x + 1) - 1) = ((-3x + 4) - 1) | sub 1-2x = ((-3x + 4) - 1) | assoc~eval~add0 0.0~0.0.1~0.0, ((-2x + 1) - 1)~(1 - 1)~(-2x + 0)-2x = (-3x + (4 - 1)) | assoc 0.1, ((-3x + 4) - 1)1x = ((4 - 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(-2x - -3x)~(-3x + (4 - 1))~(((4 - 1) + -3x) - -3x)~(-3x - -3x)~((-2) - (-3))1x = 3 | eval~eval 0.1.0~0.1, (4 - 1)~(3 + 0)x = 3 | mul1 0.0, 1x"
157,196,"-1x = (2 - 3)
 | None-1x = (-1) | eval 0.1, (2 - 3)x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~((-1) / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
158,200,"(1 + 2x) = (-3x + (-4))
 | None(2x + 1) = (-3x + (-4)) | comm 0.0, (1 + 2x)((2x + 1) - 1) = ((-3x + (-4)) - 1) | sub 12x = ((-3x + (-4)) - 1) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + 1) - 1)~(1 - 1)~(2x + 0)2x = (-3x + ((-4) - 1)) | assoc 0.1, ((-3x + (-4)) - 1)5x = (((-4) - 1) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(2x - -3x)~(-3x + ((-4) - 1))~((((-4) - 1) + -3x) - -3x)~(-3x - -3x)~(2 - (-3))5x = (-5) | eval~eval 0.1.0~0.1, ((-4) - 1)~((-5) + 0)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 5~((-5) / 5)~5x~((x * 5) / 5)~(5 / 5)~(x * 1)"
159,201,"(-1) = (2x - 3)
 | None(-1) = (2x + (-3)) | subsub 0.1, (2x - 3)(2x + (-3)) = (-1) | refl2x = 2 | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, (-3)~{((2x + (-3)) - (-3))~((-3) - (-3))~((-1) - (-3))~(2x + 0)}x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~(2 / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
160,202,"-1x = ((-2x + 3) + 4)
 | None-1x = (-2x + (3 + 4)) | assoc 0.1, ((-2x + 3) + 4)1x = ((3 + 4) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -2x~(-1x - -2x)~(-2x + (3 + 4))~(((3 + 4) + -2x) - -2x)~(-2x - -2x)~((-1) - (-2))1x = 7 | eval~eval 0.1.0~0.1, (3 + 4)~(7 + 0)x = 7 | mul1 0.0, 1x"
161,203,"((1 - 2x) - 3) = ((4 + 5x) - 6)
 | None((1 + -2x) - 3) = ((4 + 5x) - 6) | subsub 0.0.0, (1 - 2x)((-2x + 1) - 3) = ((4 + 5x) - 6) | comm 0.0.0, (1 + -2x)((-2x + 1) - 3) = ((5x + 4) - 6) | comm 0.1.0, (4 + 5x)(((-2x + 1) - 3) - 4) = (((5x + 4) - 6) - 4) | sub 4(((-2x + 1) - 3) - 4) = (((5x + 4) - 4) - 6) | sub_comm 0.1, (((5x + 4) - 6) - 4)(((-2x + 1) - 3) - 4) = ((5x + (4 - 4)) - 6) | assoc 0.1.0, ((5x + 4) - 4)(((-2x + 1) - 3) - 4) = ((5x + 0) - 6) | eval 0.1.0.1, (4 - 4)(((-2x + 1) - 3) - 4) = (5x + (0 - 6)) | assoc 0.1, ((5x + 0) - 6)(5x + (0 - 6)) = (((-2x + 1) - 3) - 4) | refl(5x + (-6)) = (((-2x + 1) - 3) - 4) | eval 0.0.1, (0 - 6)((5x + (-6)) - (-6)) = ((((-2x + 1) - 3) - 4) - (-6)) | sub (-6)5x = ((((-2x + 1) - 3) - 4) - (-6)) | assoc~eval~add0 0.0~0.0.1~0.0, ((5x + (-6)) - (-6))~((-6) - (-6))~(5x + 0)5x = (((-2x + (1 - 3)) - 4) - (-6)) | assoc 0.1.0.0, ((-2x + 1) - 3)5x = ((-2x + ((1 - 3) - 4)) - (-6)) | assoc 0.1.0, ((-2x + (1 - 3)) - 4)5x = (-2x + (((1 - 3) - 4) - (-6))) | assoc 0.1, ((-2x + ((1 - 3) - 4)) - (-6))5x = (-2x + ((-6) - (-6))) | eval~eval 0.1.1.0.0~0.1.1.0, (1 - 3)~((-2) - 4)7x = (((-6) - (-6)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -2x~(5x - -2x)~(-2x + ((-6) - (-6)))~((((-6) - (-6)) + -2x) - -2x)~(-2x - -2x)~(5 - (-2))7x = 0 | eval~eval 0.1.0~0.1, ((-6) - (-6))~(0 + 0)x = 0 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 7~(0 / 7)~7x~((x * 7) / 7)~(7 / 7)~(x * 1)"
162,204,"(1x + (-2)) = (3 + 4x)
 | None(1x + (-2)) = (4x + 3) | comm 0.1, (3 + 4x)((1x + (-2)) - (-2)) = ((4x + 3) - (-2)) | sub (-2)1x = ((4x + 3) - (-2)) | assoc~eval~add0 0.0~0.0.1~0.0, ((1x + (-2)) - (-2))~((-2) - (-2))~(1x + 0)1x = (4x + (3 - (-2))) | assoc 0.1, ((4x + 3) - (-2))-3x = ((3 - (-2)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 4x~(1x - 4x)~(4x + (3 - (-2)))~(((3 - (-2)) + 4x) - 4x)~(4x - 4x)~(1 - 4)-3x = 5 | eval~eval 0.1.0~0.1, (3 - (-2))~(5 + 0)x = ([-5/3]) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~(5 / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
163,205,"(((-1) + 2x) + 3) = (4 + 5)
 | None((2x + (-1)) + 3) = (4 + 5) | comm 0.0.0, ((-1) + 2x)(2x + ((-1) + 3)) = (4 + 5) | assoc 0.0, ((2x + (-1)) + 3)(2x + ((-1) + 3)) = 9 | eval 0.1, (4 + 5)(2x + 2) = 9 | eval 0.0.1, ((-1) + 3)2x = 7 | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, 2~{((2x + 2) - 2)~(2 - 2)~(9 - 2)~(2x + 0)}x = [7/2] | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 2~(7 / 2)~2x~((x * 2) / 2)~(2 / 2)~(x * 1)"
164,206,"((-1x + 2) + 3x) = (((-4) - 5x) + 6x)
 | None((-1x + 2) + 3x) = (((-4) + -5x) + 6x) | subsub 0.1.0, ((-4) - 5x)((-1x + 2) + 3x) = (6x + ((-4) + -5x)) | comm 0.1, (((-4) + -5x) + 6x)(3x + (-1x + 2)) = (6x + ((-4) + -5x)) | comm 0.0, ((-1x + 2) + 3x)(3x + (2 + -1x)) = (6x + ((-4) + -5x)) | comm 0.0.1, (-1x + 2)(3x + (2 + -1x)) = (6x + (-5x + (-4))) | comm 0.1.1, ((-4) + -5x)(3x + (2 + -1x)) = ((6x + -5x) + (-4)) | assoc 0.1, (6x + (-5x + (-4)))(3x + (2 + -1x)) = (((6 + (-5)) * x) + (-4)) | dist 0.1.0, (6x + -5x)(3x + (2 + -1x)) = ((((-5) + 6) * x) + (-4)) | comm 0.1.0.0, (6 + (-5))(3x + (-1x + 2)) = ((((-5) + 6) * x) + (-4)) | comm 0.0.1, (2 + -1x)((3x + (-1x + 2)) - 2) = (((((-5) + 6) * x) + (-4)) - 2) | sub 2(3x + ((-1x + 2) - 2)) = (((((-5) + 6) * x) + (-4)) - 2) | assoc 0.0, ((3x + (-1x + 2)) - 2)(3x + -1x) = (((((-5) + 6) * x) + (-4)) - 2) | assoc~eval~add0 0.0.1~0.0.1.1~0.0.1, ((-1x + 2) - 2)~(2 - 2)~(-1x + 0)((3 + (-1)) * x) = (((((-5) + 6) * x) + (-4)) - 2) | dist 0.0, (3x + -1x)2x = (((((-5) + 6) * x) + (-4)) - 2) | eval 0.0.0, (3 + (-1))2x = ((1x + (-4)) - 2) | eval 0.1.0.0.0, ((-5) + 6)2x = (1x + ((-4) - 2)) | assoc 0.1, ((1x + (-4)) - 2)1x = (((-4) - 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 1x~(2x - 1x)~(1x + ((-4) - 2))~((((-4) - 2) + 1x) - 1x)~(1x - 1x)~(2 - 1)1x = (-6) | eval~eval 0.1.0~0.1, ((-4) - 2)~((-6) + 0)x = (-6) | mul1 0.0, 1x"
165,207,"(-1) = (-2x - 3)
 | None(-1) = (-2x + (-3)) | subsub 0.1, (-2x - 3)(-2x + (-3)) = (-1) | refl-2x = 2 | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, (-3)~{((-2x + (-3)) - (-3))~((-3) - (-3))~((-1) - (-3))~(-2x + 0)}x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~(2 / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
166,208,"((1x + 2) - 3x) = (4x - 5x)
 | None(4x - 5x) = ((1x + 2) - 3x) | refl((4 - 5) * x) = ((1x + 2) - 3x) | dist 0.0, (4x - 5x)-1x = ((1x + 2) - 3x) | eval 0.0.0, (4 - 5)-1x = ((1x + 2) + -3x) | subsub 0.1, ((1x + 2) - 3x)-1x = (-3x + (1x + 2)) | comm 0.1, ((1x + 2) + -3x)2x = ((1x + 2) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -3x~(-1x - -3x)~(-3x + (1x + 2))~(((1x + 2) + -3x) - -3x)~(-3x - -3x)~((-1) - (-3))2x = (1x + 2) | add0 0.1, ((1x + 2) + 0)1x = (2 + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 1x~(2x - 1x)~(1x + 2)~((2 + 1x) - 1x)~(1x - 1x)~(2 - 1)1x = 2 | eval 0.1, (2 + 0)x = 2 | mul1 0.0, 1x"
167,209,"(-1) = (2 + -3x)
 | None(-1) = (-3x + 2) | comm 0.1, (2 + -3x)(-3x + 2) = (-1) | refl-3x = (-3) | sub~{assoc~eval~eval~add0} $~{0.0~0.0.1~0.1~0.0}, 2~{((-3x + 2) - 2)~(2 - 2)~((-1) - 2)~(-3x + 0)}x = 1 | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-3)~((-3) / (-3))~-3x~((x * (-3)) / (-3))~((-3) / (-3))~(x * 1)"
168,210,"1x = (2 + 3x)
 | None1x = (3x + 2) | comm 0.1, (2 + 3x)-2x = (2 + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(1x - 3x)~(3x + 2)~((2 + 3x) - 3x)~(3x - 3x)~(1 - 3)-2x = 2 | eval 0.1, (2 + 0)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-2)~(2 / (-2))~-2x~((x * (-2)) / (-2))~((-2) / (-2))~(x * 1)"
169,211,"((-1) + 2x) = (3x + 4)
 | None(2x + (-1)) = (3x + 4) | comm 0.0, ((-1) + 2x)((2x + (-1)) - (-1)) = ((3x + 4) - (-1)) | sub (-1)2x = ((3x + 4) - (-1)) | assoc~eval~add0 0.0~0.0.1~0.0, ((2x + (-1)) - (-1))~((-1) - (-1))~(2x + 0)2x = (3x + (4 - (-1))) | assoc 0.1, ((3x + 4) - (-1))-1x = ((4 - (-1)) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, 3x~(2x - 3x)~(3x + (4 - (-1)))~(((4 - (-1)) + 3x) - 3x)~(3x - 3x)~(2 - 3)-1x = 5 | eval~eval 0.1.0~0.1, (4 - (-1))~(5 + 0)x = (-5) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, (-1)~(5 / (-1))~-1x~((x * (-1)) / (-1))~((-1) / (-1))~(x * 1)"
170,212,"(-1x + (-2)) = (3 + 4x)
 | None(-1x + (-2)) = (4x + 3) | comm 0.1, (3 + 4x)(4x + 3) = (-1x + (-2)) | refl((4x + 3) - 3) = ((-1x + (-2)) - 3) | sub 34x = ((-1x + (-2)) - 3) | assoc~eval~add0 0.0~0.0.1~0.0, ((4x + 3) - 3)~(3 - 3)~(4x + 0)4x = (-1x + ((-2) - 3)) | assoc 0.1, ((-1x + (-2)) - 3)5x = (((-2) - 3) + 0) | sub~dist~comm~assoc~sub_self~eval $~0.0~0.1.0~0.1~0.1.1~0.0.0, -1x~(4x - -1x)~(-1x + ((-2) - 3))~((((-2) - 3) + -1x) - -1x)~(-1x - -1x)~(4 - (-1))5x = (-5) | eval~eval 0.1.0~0.1, ((-2) - 3)~((-5) + 0)x = (-1) | div~eval~comm~assoc~eval~mul1 $~0.1~0.0.0~0.0~0.0.1~0.0, 5~((-5) / 5)~5x~((x * 5) / 5)~(5 / 5)~(x * 1)"
